event_id,event_timestamp,user_unique_id,campaign_id,product_id,event_type
1,2018-07-31 01:50:50,862b2c6ccf4352c087cd60cdac498b48,4,1a758361b1c10b3ffe3d3373332de319,impression
2,2018-07-30 21:42:53,862b2c6ccf4352c087cd60cdac498b48,4,1a758361b1c10b3ffe3d3373332de319,impression
3,2018-07-29 21:25:49,862b2c6ccf4352c087cd60cdac498b48,4,1a758361b1c10b3ffe3d3373332de319,impression
4,2017-11-30 10:22:12,933d09bc2bcad9d9d322dd7df9f3c908,6,42a2c92a0979a949ca4ea89ec5c7b934,impression
5,2017-11-28 00:32:36,933d09bc2bcad9d9d322dd7df9f3c908,6,42a2c92a0979a949ca4ea89ec5c7b934,impression
6,2017-11-28 06:41:00,933d09bc2bcad9d9d322dd7df9f3c908,6,42a2c92a0979a949ca4ea89ec5c7b934,impression
7,2017-11-24 15:28:16,ff3a61dfa02c60ce76c6334cff4c0b11,3,1da4de0fa473f8506723c82af7d4cb3b,impression
8,2017-11-26 14:41:58,ff3a61dfa02c60ce76c6334cff4c0b11,3,1da4de0fa473f8506723c82af7d4cb3b,impression
9,2017-07-12 14:11:15,d08c29302907086e8fe823369542f3ae,5,e0d64dcfaa3b6db5c54ca298ae101d05,impression
10,2017-07-12 14:33:15,d08c29302907086e8fe823369542f3ae,5,e0d64dcfaa3b6db5c54ca298ae101d05,click
11,2017-07-14 18:27:28,d08c29302907086e8fe823369542f3ae,5,e0d64dcfaa3b6db5c54ca298ae101d05,impression
12,2018-05-04 10:36:10,68fd72e4ce9bf89e8aa222a940e29d7f,2,40631fc40fbf11823322e3477ca53171,impression
13,2018-05-04 12:45:04,68fd72e4ce9bf89e8aa222a940e29d7f,2,40631fc40fbf11823322e3477ca53171,impression
14,2018-05-04 13:44:04,68fd72e4ce9bf89e8aa222a940e29d7f,2,40631fc40fbf11823322e3477ca53171,click
15,2018-05-06 07:30:21,68fd72e4ce9bf89e8aa222a940e29d7f,2,40631fc40fbf11823322e3477ca53171,impression
16,2018-04-13 22:00:32,46aa7e827e3cb537498732f920844b05,2,719d571299707561c34ba04ab867b32a,impression
17,2018-04-14 01:38:49,46aa7e827e3cb537498732f920844b05,2,719d571299707561c34ba04ab867b32a,impression
18,2018-04-13 10:18:40,46aa7e827e3cb537498732f920844b05,2,719d571299707561c34ba04ab867b32a,impression
19,2018-04-19 19:46:30,a30c775e6b838257149a25e716713297,2,82df58fc3b035fa426a2b49c76d08183,impression
20,2018-04-19 20:11:30,a30c775e6b838257149a25e716713297,2,82df58fc3b035fa426a2b49c76d08183,click
21,2018-04-17 19:31:46,a30c775e6b838257149a25e716713297,2,82df58fc3b035fa426a2b49c76d08183,impression
22,2017-07-22 06:02:48,2cc2994dfd910c9faef01bcd602ff741,1,2a2d22ae30e026f1893083c8405ca522,impression
23,2017-07-22 06:07:48,2cc2994dfd910c9faef01bcd602ff741,1,2a2d22ae30e026f1893083c8405ca522,click
24,2017-07-23 07:18:15,cc94f9e95caa64ae1fd7166494106054,5,d63cafc542dd1b06a7c0965231ff940e,impression
25,2017-07-23 07:26:15,cc94f9e95caa64ae1fd7166494106054,5,d63cafc542dd1b06a7c0965231ff940e,click
26,2018-04-17 22:08:27,c4063084f01f085897c04bcbd81fcb69,2,bb50f2e236e5eea0100680137654686c,impression
27,2018-04-19 00:37:19,c4063084f01f085897c04bcbd81fcb69,2,bb50f2e236e5eea0100680137654686c,impression
28,2018-04-18 13:53:30,c4063084f01f085897c04bcbd81fcb69,2,bb50f2e236e5eea0100680137654686c,impression
29,2017-11-04 13:10:52,87f0e5d5fbf0dfb671baf8ccd87b5c66,3,f71f42e2381752836563b70beb542f80,impression
30,2017-11-05 04:33:38,87f0e5d5fbf0dfb671baf8ccd87b5c66,3,f71f42e2381752836563b70beb542f80,impression
31,2018-04-30 12:04:58,0d316f0f0b685b8c16f12cb3a30e4c0d,2,7c1bd920dbdf22470b68bde975dd3ccf,impression
32,2017-12-10 04:20:59,4350cf84c81dc8d0fed2aaf06c683d9a,6,ebfe7a4ca40dd34375e373405a114c32,impression
33,2017-12-10 18:59:32,4350cf84c81dc8d0fed2aaf06c683d9a,6,ebfe7a4ca40dd34375e373405a114c32,impression
34,2017-12-11 17:41:38,4350cf84c81dc8d0fed2aaf06c683d9a,6,ebfe7a4ca40dd34375e373405a114c32,impression
35,2017-07-04 13:18:20,b7a16ae54a2a6515f7756fe9ccae7378,1,372645c7439f9661fbbacfd129aa92ec,impression
36,2017-07-04 11:23:56,b7a16ae54a2a6515f7756fe9ccae7378,1,372645c7439f9661fbbacfd129aa92ec,impression
37,2017-07-06 08:15:37,b7a16ae54a2a6515f7756fe9ccae7378,1,372645c7439f9661fbbacfd129aa92ec,impression
38,2017-07-04 00:14:51,7bd99d7b533ef664e60b69eed6356d5b,1,36c2fb4fa746273709c373f6d6ec6796,impression
39,2017-07-03 00:01:35,7bd99d7b533ef664e60b69eed6356d5b,1,36c2fb4fa746273709c373f6d6ec6796,impression
40,2018-08-20 04:53:53,ce791bbdfe75b4ac9f3f2b98153c7044,4,def19e614797eefc0a11face884c50ba,impression
41,2018-08-19 15:32:47,ce791bbdfe75b4ac9f3f2b98153c7044,4,def19e614797eefc0a11face884c50ba,impression
42,2017-06-13 15:58:56,b654c99744f2fa112d4f7a7762ecfdfe,1,99a4788cb24856965c36a24e339b6058,impression
43,2017-06-13 16:25:56,b654c99744f2fa112d4f7a7762ecfdfe,1,99a4788cb24856965c36a24e339b6058,click
44,2017-06-12 07:32:02,b654c99744f2fa112d4f7a7762ecfdfe,1,99a4788cb24856965c36a24e339b6058,impression
45,2017-07-05 13:33:45,9d90edd76b7414655a3283f7eeeff8fe,5,327018136fd4a966408df8243383a233,impression
46,2017-07-06 17:38:10,9d90edd76b7414655a3283f7eeeff8fe,5,327018136fd4a966408df8243383a233,impression
47,2017-06-11 11:25:06,e079b18794454de9d2be5c12b4392294,1,8f41c6ba389c91b377bba94e332bf925,impression
48,2017-06-11 01:44:46,e079b18794454de9d2be5c12b4392294,1,8f41c6ba389c91b377bba94e332bf925,impression
49,2017-06-11 02:22:46,e079b18794454de9d2be5c12b4392294,1,8f41c6ba389c91b377bba94e332bf925,click
50,2017-06-11 23:04:07,e079b18794454de9d2be5c12b4392294,1,8f41c6ba389c91b377bba94e332bf925,impression
51,2017-11-12 06:24:12,e6c6259c52ccacc4cf38c2dbedcb7ee5,3,54d7ad85b648d3cb2b7069ed446d7f35,impression
52,2017-11-21 10:38:29,6c00be4254d1eb004cc27b4ca43fba07,3,083ffd30820b592e294de7ed668ff975,impression
53,2017-11-20 01:58:44,6c00be4254d1eb004cc27b4ca43fba07,3,083ffd30820b592e294de7ed668ff975,impression
54,2017-11-20 19:21:30,6c00be4254d1eb004cc27b4ca43fba07,3,083ffd30820b592e294de7ed668ff975,impression
55,2017-07-19 12:25:01,4c21c589db03eb65cbc452fc470850cf,1,1bb0f142789375f5709d08b2f2355c2b,impression
56,2017-07-09 19:02:42,971e2252d557c5f6b2de810f6fcd52eb,1,f1c7f353075ce59d8a6f3cf58f419c9c,impression
57,2017-07-10 22:28:06,971e2252d557c5f6b2de810f6fcd52eb,1,f1c7f353075ce59d8a6f3cf58f419c9c,impression
58,2018-05-06 16:17:03,3fba55aea1228dc8d60cbf9245c4b72e,2,1b6033cbf12974cf79c1cccbf8592ffd,impression
59,2018-05-07 01:36:21,3fba55aea1228dc8d60cbf9245c4b72e,2,1b6033cbf12974cf79c1cccbf8592ffd,impression
60,2018-05-06 17:21:27,3fba55aea1228dc8d60cbf9245c4b72e,2,1b6033cbf12974cf79c1cccbf8592ffd,impression
61,2018-08-08 23:54:38,7218900f9eaa69d833efa1ff0ca5c5a1,4,9c8d6227bbe62913ca96217005540fda,impression
62,2018-08-10 11:01:06,7218900f9eaa69d833efa1ff0ca5c5a1,4,9c8d6227bbe62913ca96217005540fda,impression
63,2018-08-09 22:44:51,7218900f9eaa69d833efa1ff0ca5c5a1,4,9c8d6227bbe62913ca96217005540fda,impression
64,2018-04-30 11:49:36,1c14bba6eb73bb1c0ac11e2871ba1cef,2,e0cf79767c5b016251fe139915c59a26,impression
65,2018-04-27 23:07:53,1c14bba6eb73bb1c0ac11e2871ba1cef,2,e0cf79767c5b016251fe139915c59a26,impression
66,2018-04-29 02:35:46,1c14bba6eb73bb1c0ac11e2871ba1cef,2,e0cf79767c5b016251fe139915c59a26,impression
67,2017-07-11 21:43:11,eb1d1b20ce10de79fbbc021694fed6b5,5,5e21d5cab5d33e770d8150a4ee6117db,impression
68,2017-07-13 09:52:10,eb1d1b20ce10de79fbbc021694fed6b5,5,5e21d5cab5d33e770d8150a4ee6117db,impression
69,2017-07-12 07:49:05,eb1d1b20ce10de79fbbc021694fed6b5,5,5e21d5cab5d33e770d8150a4ee6117db,impression
70,2018-04-17 16:03:51,20c5f0c916e526ab907960d50d33ae50,2,cd2ea14a901da3b47b33516f3ca6929e,impression
71,2017-11-23 15:51:10,2df6d3a456f787db17dabcc23884250e,3,ed5666106b8fb47b57c4b2c5f67a755b,impression
72,2017-10-30 18:39:09,b6cf39bd4b5366458bd15a532baeefa1,3,6addacff5b9a648cf0760f3d943b99b0,impression
73,2018-08-17 07:25:51,6d69d0679df6373f318bef6b148b46a3,4,008cff0e5792219fae03e570f980b330,impression
74,2017-07-13 22:05:02,c9d77e5fc5b63d23d089586848584744,1,8347d3b517ab185dea43991aebb46737,impression
75,2017-07-14 09:27:45,c9d77e5fc5b63d23d089586848584744,1,8347d3b517ab185dea43991aebb46737,impression
76,2017-07-15 13:56:03,c9d77e5fc5b63d23d089586848584744,1,8347d3b517ab185dea43991aebb46737,impression
77,2017-06-12 09:01:42,b09f1bff1aff13c997af071602bc048b,1,54d9260785f11c05ad373ce8465212da,impression
78,2017-06-14 02:29:53,b09f1bff1aff13c997af071602bc048b,1,54d9260785f11c05ad373ce8465212da,impression
79,2017-06-12 16:05:40,b09f1bff1aff13c997af071602bc048b,1,54d9260785f11c05ad373ce8465212da,impression
